"case","period","daynight","mode","hours","percentExpected"
"margin_3F","2026-05","all","NEUTRAL_MIN_VENT","102","13.709677419354838"
"margin_3F","2026-05","day","NEUTRAL_MIN_VENT","58","15.591397849462366"
"margin_3F","2026-05","day","ACTIVE_HUMIDIFICATION_LIKELY","22","5.913978494623656"
"margin_3F","2026-05","all","PAD_EFFECTIVE","23","3.0913978494623655"
"margin_3F","2026-05","day","PAD_EFFECTIVE","2","0.5376344086021505"
"margin_3F","2026-05","night","PAD_EFFECTIVE","21","5.645161290322581"
"margin_3F","2026-05","all","PASSIVE_HUMIDIFY_OPPORTUNITY","46","6.182795698924731"
"margin_3F","2026-05","night","PASSIVE_HUMIDIFY_OPPORTUNITY","29","7.795698924731183"
"margin_3F","2026-05","day","PASSIVE_HUMIDIFY_OPPORTUNITY","17","4.56989247311828"
"margin_3F","2026-05","all","PAD_INEFFECTIVE_DEHU_NEEDED","179","24.059139784946236"
"margin_3F","2026-05","night","PAD_INEFFECTIVE_DEHU_NEEDED","140","37.634408602150536"
"margin_3F","2026-05","night","NEUTRAL_MIN_VENT","44","11.827956989247312"
"margin_3F","2026-05","all","HEAT_MIN_VENT","39","5.241935483870968"
"margin_3F","2026-05","day","HEAT_MIN_VENT","12","3.225806451612903"
"margin_3F","2026-05","all","PASSIVE_VENT_COOL_HUMID","65","8.736559139784946"
"margin_3F","2026-05","night","PASSIVE_VENT_COOL_HUMID","7","1.881720430107527"
"margin_3F","2026-05","all","HEAT_VENT_HUMID","31","4.166666666666667"
"margin_3F","2026-05","night","HEAT_VENT_HUMID","9","2.4193548387096775"
"margin_3F","2026-05","night","HEAT_MIN_VENT","27","7.258064516129032"
"margin_3F","2026-05","day","PASSIVE_VENT_COOL_HUMID","58","15.591397849462366"
"margin_3F","2026-05","day","PAD_INEFFECTIVE_DEHU_NEEDED","39","10.483870967741936"
"margin_3F","2026-05","all","MISSING_DATA","2","0.26881720430107525"
"margin_3F","2026-05","night","MISSING_DATA","2","0.5376344086021505"
"margin_3F","2026-05","day","HEAT_VENT_HUMID","22","5.913978494623656"
"margin_3F","2026-06","all","PAD_INEFFECTIVE_DEHU_NEEDED","439","60.97222222222222"
"margin_3F","2026-06","night","PAD_INEFFECTIVE_DEHU_NEEDED","318","88.33333333333333"
"margin_3F","2026-06","all","PASSIVE_VENT_COOL_HUMID","122","16.944444444444443"
"margin_3F","2026-06","day","PASSIVE_VENT_COOL_HUMID","122","33.888888888888886"
"margin_3F","2026-06","all","NEUTRAL_MIN_VENT","125","17.36111111111111"
"margin_3F","2026-06","day","NEUTRAL_MIN_VENT","90","25"
"margin_3F","2026-06","day","PAD_INEFFECTIVE_DEHU_NEEDED","121","33.611111111111114"
"margin_3F","2026-06","night","NEUTRAL_MIN_VENT","35","9.722222222222221"
"margin_3F","2026-06","all","PASSIVE_VENT_COOL_DRY","10","1.3888888888888888"
"margin_3F","2026-06","day","PASSIVE_VENT_COOL_DRY","10","2.7777777777777777"
"margin_3F","2026-06","all","PASSIVE_HUMIDIFY_OPPORTUNITY","19","2.638888888888889"
"margin_3F","2026-06","day","PASSIVE_HUMIDIFY_OPPORTUNITY","12","3.3333333333333335"
"margin_3F","2026-06","all","HEAT_VENT_HUMID","3","0.4166666666666667"
"margin_3F","2026-06","day","HEAT_VENT_HUMID","3","0.8333333333333334"
"margin_3F","2026-06","all","ACTIVE_HUMIDIFICATION_LIKELY","2","0.2777777777777778"
"margin_3F","2026-06","day","ACTIVE_HUMIDIFICATION_LIKELY","2","0.5555555555555556"
"margin_3F","2026-06","night","PASSIVE_HUMIDIFY_OPPORTUNITY","7","1.9444444444444444"
"margin_3F","2026-07","all","PAD_INEFFECTIVE_DEHU_NEEDED","621","83.46774193548387"
"margin_3F","2026-07","night","PAD_INEFFECTIVE_DEHU_NEEDED","370","99.46236559139786"
"margin_3F","2026-07","all","PASSIVE_VENT_COOL_HUMID","34","4.56989247311828"
"margin_3F","2026-07","day","PASSIVE_VENT_COOL_HUMID","34","9.13978494623656"
"margin_3F","2026-07","all","NEUTRAL_MIN_VENT","87","11.693548387096774"
"margin_3F","2026-07","day","NEUTRAL_MIN_VENT","85","22.849462365591396"
"margin_3F","2026-07","day","PAD_INEFFECTIVE_DEHU_NEEDED","251","67.47311827956989"
"margin_3F","2026-07","night","NEUTRAL_MIN_VENT","2","0.5376344086021505"
"margin_3F","2026-07","all","MISSING_DATA","2","0.26881720430107525"
"margin_3F","2026-07","day","MISSING_DATA","2","0.5376344086021505"
"margin_3F","2026-08","all","PAD_INEFFECTIVE_DEHU_NEEDED","633","85.08064516129032"
"margin_3F","2026-08","night","PAD_INEFFECTIVE_DEHU_NEEDED","365","98.11827956989248"
"margin_3F","2026-08","all","PASSIVE_VENT_COOL_DRY","4","0.5376344086021505"
"margin_3F","2026-08","day","PASSIVE_VENT_COOL_DRY","4","1.075268817204301"
"margin_3F","2026-08","all","PASSIVE_HUMIDIFY_OPPORTUNITY","10","1.3440860215053763"
"margin_3F","2026-08","day","PASSIVE_HUMIDIFY_OPPORTUNITY","6","1.6129032258064515"
"margin_3F","2026-08","day","PAD_INEFFECTIVE_DEHU_NEEDED","268","72.04301075268818"
"margin_3F","2026-08","all","NEUTRAL_MIN_VENT","54","7.258064516129032"
"margin_3F","2026-08","night","NEUTRAL_MIN_VENT","3","0.8064516129032258"
"margin_3F","2026-08","all","PASSIVE_VENT_COOL_HUMID","42","5.645161290322581"
"margin_3F","2026-08","day","PASSIVE_VENT_COOL_HUMID","42","11.290322580645162"
"margin_3F","2026-08","day","NEUTRAL_MIN_VENT","51","13.709677419354838"
"margin_3F","2026-08","night","PASSIVE_HUMIDIFY_OPPORTUNITY","4","1.075268817204301"
"margin_3F","2026-08","all","HEAT_MIN_VENT","1","0.13440860215053763"
"margin_3F","2026-08","day","HEAT_MIN_VENT","1","0.26881720430107525"
"margin_3F","2026-09","all","PAD_INEFFECTIVE_DEHU_NEEDED","214","83.59375"
"margin_3F","2026-09","night","PAD_INEFFECTIVE_DEHU_NEEDED","124","97.63779527559055"
"margin_3F","2026-09","all","NEUTRAL_MIN_VENT","24","9.375"
"margin_3F","2026-09","day","NEUTRAL_MIN_VENT","22","17.05426356589147"
"margin_3F","2026-09","day","PAD_INEFFECTIVE_DEHU_NEEDED","90","69.76744186046511"
"margin_3F","2026-09","all","PASSIVE_VENT_COOL_HUMID","17","6.640625"
"margin_3F","2026-09","day","PASSIVE_VENT_COOL_HUMID","17","13.178294573643411"
"margin_3F","2026-09","all","MISSING_DATA","1","0.390625"
"margin_3F","2026-09","night","MISSING_DATA","1","0.7874015748031497"
"margin_3F","2026-09","night","NEUTRAL_MIN_VENT","2","1.5748031496062993"
"margin_5F","all","all","HEAT_MAJOR_VENT_DRY","2086","34.26975521603417"
"margin_5F","2026-01","all","HEAT_MAJOR_VENT_DRY","710","95.43010752688173"
"margin_5F","all","night","HEAT_MAJOR_VENT_DRY","1068","35.108481262327416"
"margin_5F","2026-01","night","HEAT_MAJOR_VENT_DRY","362","97.31182795698925"
"margin_5F","all","day","HEAT_MAJOR_VENT_DRY","1018","33.431855500821015"
"margin_5F","2026-01","day","HEAT_MAJOR_VENT_DRY","348","93.54838709677419"
"margin_5F","all","all","PASSIVE_VENT_COOL_DRY","302","4.961393132906194"
"margin_5F","2026-01","all","PASSIVE_VENT_COOL_DRY","21","2.8225806451612905"
"margin_5F","all","day","PASSIVE_VENT_COOL_DRY","268","8.801313628899836"
"margin_5F","2026-01","day","PASSIVE_VENT_COOL_DRY","20","5.376344086021505"
"margin_5F","all","night","PASSIVE_VENT_COOL_DRY","34","1.1176857330703485"
"margin_5F","2026-01","night","PASSIVE_VENT_COOL_DRY","1","0.26881720430107525"
"margin_5F","all","all","HEAT_MIN_VENT","97","1.5935600459996715"
"margin_5F","2026-01","all","HEAT_MIN_VENT","3","0.4032258064516129"
"margin_5F","all","night","HEAT_MIN_VENT","56","1.8408941485864563"
"margin_5F","2026-01","night","HEAT_MIN_VENT","2","0.5376344086021505"
"margin_5F","all","all","PASSIVE_VENT_COOL_HUMID","408","6.702809265648103"
"margin_5F","2026-01","all","PASSIVE_VENT_COOL_HUMID","1","0.13440860215053763"
"margin_5F","all","night","PASSIVE_VENT_COOL_HUMID","10","0.32873109796186717"
"margin_5F","2026-01","night","PASSIVE_VENT_COOL_HUMID","1","0.26881720430107525"
"margin_5F","all","day","HEAT_MIN_VENT","41","1.3464696223316912"
"margin_5F","2026-01","day","HEAT_MIN_VENT","1","0.26881720430107525"
"margin_5F","all","all","HEAT_VENT_HUMID","73","1.1992771480203712"
"margin_5F","2026-01","all","HEAT_VENT_HUMID","3","0.4032258064516129"
"margin_5F","all","day","HEAT_VENT_HUMID","49","1.6091954022988506"
"margin_5F","2026-01","day","HEAT_VENT_HUMID","3","0.8064516129032258"
"margin_5F","all","all","NEUTRAL_MIN_VENT","477","7.83637259733859"
"margin_5F","2026-01","all","NEUTRAL_MIN_VENT","1","0.13440860215053763"
"margin_5F","all","night","NEUTRAL_MIN_VENT","133","4.372123602892834"
"margin_5F","2026-01","night","NEUTRAL_MIN_VENT","1","0.26881720430107525"
"margin_5F","all","all","MISSING_DATA","23","0.3778544438968293"
"margin_5F","2026-01","all","MISSING_DATA","4","0.5376344086021505"
"margin_5F","all","night","MISSING_DATA","18","0.591715976331361"
"margin_5F","2026-01","night","MISSING_DATA","4","1.075268817204301"
"margin_5F","all","all","ACTIVE_HUMIDIFICATION_LIKELY","80","1.3142763265976671"
"margin_5F","2026-01","all","ACTIVE_HUMIDIFICATION_LIKELY","1","0.13440860215053763"
"margin_5F","all","night","ACTIVE_HUMIDIFICATION_LIKELY","42","1.3806706114398422"
"margin_5F","2026-01","night","ACTIVE_HUMIDIFICATION_LIKELY","1","0.26881720430107525"
"margin_5F","2026-02","all","HEAT_MAJOR_VENT_DRY","549","81.69642857142857"
"margin_5F","2026-02","night","HEAT_MAJOR_VENT_DRY","295","87.79761904761905"
"margin_5F","2026-02","day","HEAT_MAJOR_VENT_DRY","254","75.5952380952381"
"margin_5F","2026-02","all","MISSING_DATA","10","1.4880952380952381"
"margin_5F","all","day","MISSING_DATA","5","0.16420361247947454"
"margin_5F","2026-02","day","MISSING_DATA","3","0.8928571428571429"
"margin_5F","2026-02","all","PASSIVE_VENT_COOL_DRY","78","11.607142857142858"
"margin_5F","2026-02","day","PASSIVE_VENT_COOL_DRY","70","20.833333333333332"
"margin_5F","2026-02","all","ACTIVE_HUMIDIFICATION_LIKELY","13","1.9345238095238095"
"margin_5F","all","day","ACTIVE_HUMIDIFICATION_LIKELY","38","1.2479474548440066"
"margin_5F","2026-02","day","ACTIVE_HUMIDIFICATION_LIKELY","5","1.4880952380952381"
"margin_5F","2026-02","night","ACTIVE_HUMIDIFICATION_LIKELY","8","2.380952380952381"
"margin_5F","2026-02","all","NEUTRAL_MIN_VENT","3","0.44642857142857145"
"margin_5F","2026-02","night","NEUTRAL_MIN_VENT","3","0.8928571428571429"
"margin_5F","all","all","PASSIVE_HUMIDIFY_OPPORTUNITY","172","2.8256941021849844"
"margin_5F","2026-02","all","PASSIVE_HUMIDIFY_OPPORTUNITY","9","1.3392857142857142"
"margin_5F","all","night","PASSIVE_HUMIDIFY_OPPORTUNITY","95","3.1229454306377384"
"margin_5F","2026-02","night","PASSIVE_HUMIDIFY_OPPORTUNITY","9","2.6785714285714284"
"margin_5F","2026-02","night","PASSIVE_VENT_COOL_DRY","8","2.380952380952381"
"margin_5F","2026-02","night","MISSING_DATA","7","2.0833333333333335"
"margin_5F","2026-02","all","HEAT_MIN_VENT","7","1.0416666666666667"
"margin_5F","2026-02","day","HEAT_MIN_VENT","4","1.1904761904761905"
"margin_5F","2026-02","night","HEAT_MIN_VENT","3","0.8928571428571429"
"margin_5F","all","all","PAD_INEFFECTIVE_DEHU_NEEDED","2300","37.78544438968293"
"margin_5F","2026-02","all","PAD_INEFFECTIVE_DEHU_NEEDED","1","0.1488095238095238"
"margin_5F","all","night","PAD_INEFFECTIVE_DEHU_NEEDED","1505","49.47403024326101"
"margin_5F","2026-02","night","PAD_INEFFECTIVE_DEHU_NEEDED","1","0.2976190476190476"
"margin_5F","all","all","PAD_EFFECTIVE","67","1.1007064235255462"
"margin_5F","2026-02","all","PAD_EFFECTIVE","2","0.2976190476190476"
"margin_5F","all","night","PAD_EFFECTIVE","55","1.8080210387902695"
"margin_5F","2026-02","night","PAD_EFFECTIVE","2","0.5952380952380952"
"margin_5F","2026-03","all","HEAT_MAJOR_VENT_DRY","418","56.258411843876175"
"margin_5F","2026-03","night","HEAT_MAJOR_VENT_DRY","211","56.8733153638814"
"margin_5F","2026-03","day","HEAT_MAJOR_VENT_DRY","207","55.645161290322584"
"margin_5F","2026-03","all","HEAT_MIN_VENT","10","1.3458950201884252"
"margin_5F","2026-03","day","HEAT_MIN_VENT","9","2.4193548387096775"
"margin_5F","2026-03","all","PASSIVE_VENT_COOL_DRY","74","9.959623149394348"
"margin_5F","2026-03","day","PASSIVE_VENT_COOL_DRY","65","17.473118279569892"
"margin_5F","2026-03","all","PASSIVE_HUMIDIFY_OPPORTUNITY","61","8.209959623149395"
"margin_5F","all","day","PASSIVE_HUMIDIFY_OPPORTUNITY","77","2.528735632183908"
"margin_5F","2026-03","day","PASSIVE_HUMIDIFY_OPPORTUNITY","27","7.258064516129032"
"margin_5F","2026-03","all","PAD_INEFFECTIVE_DEHU_NEEDED","94","12.651413189771198"
"margin_5F","2026-03","night","PAD_INEFFECTIVE_DEHU_NEEDED","75","20.21563342318059"
"margin_5F","2026-03","all","PASSIVE_VENT_COOL_HUMID","20","2.6917900403768504"
"margin_5F","all","day","PASSIVE_VENT_COOL_HUMID","398","13.070607553366173"
"margin_5F","2026-03","day","PASSIVE_VENT_COOL_HUMID","20","5.376344086021505"
"margin_5F","2026-03","all","NEUTRAL_MIN_VENT","13","1.749663526244953"
"margin_5F","2026-03","night","NEUTRAL_MIN_VENT","7","1.8867924528301887"
"margin_5F","2026-03","night","PASSIVE_HUMIDIFY_OPPORTUNITY","34","9.164420485175203"
"margin_5F","2026-03","night","HEAT_MIN_VENT","1","0.2695417789757412"
"margin_5F","2026-03","all","PAD_EFFECTIVE","32","4.306864064602961"
"margin_5F","2026-03","night","PAD_EFFECTIVE","22","5.929919137466308"
"margin_5F","2026-03","all","ACTIVE_HUMIDIFICATION_LIKELY","20","2.6917900403768504"
"margin_5F","2026-03","night","ACTIVE_HUMIDIFICATION_LIKELY","11","2.964959568733154"
"margin_5F","2026-03","night","PASSIVE_VENT_COOL_DRY","9","2.4258760107816713"
"margin_5F","all","day","NEUTRAL_MIN_VENT","344","11.29720853858785"
"margin_5F","2026-03","day","NEUTRAL_MIN_VENT","6","1.6129032258064515"
"margin_5F","2026-03","day","ACTIVE_HUMIDIFICATION_LIKELY","9","2.4193548387096775"
"margin_5F","all","day","PAD_EFFECTIVE","12","0.39408866995073893"
"margin_5F","2026-03","day","PAD_EFFECTIVE","10","2.6881720430107525"
"margin_5F","all","day","PAD_INEFFECTIVE_DEHU_NEEDED","795","26.108374384236452"
"margin_5F","2026-03","day","PAD_INEFFECTIVE_DEHU_NEEDED","19","5.10752688172043"
"margin_5F","all","all","PAD_MARGINAL","2","0.032856908164941676"
"margin_5F","2026-03","all","PAD_MARGINAL","1","0.13458950201884254"
"margin_5F","all","night","PAD_MARGINAL","2","0.06574621959237344"
"margin_5F","2026-03","night","PAD_MARGINAL","1","0.2695417789757412"
"margin_5F","2026-04","all","PAD_INEFFECTIVE_DEHU_NEEDED","119","16.52777777777778"
"margin_5F","2026-04","night","PAD_INEFFECTIVE_DEHU_NEEDED","112","31.11111111111111"
"margin_5F","2026-04","all","PASSIVE_VENT_COOL_DRY","62","8.61111111111111"
"margin_5F","2026-04","day","PASSIVE_VENT_COOL_DRY","54","15"
"margin_5F","2026-04","all","PASSIVE_HUMIDIFY_OPPORTUNITY","27","3.75"
"margin_5F","2026-04","day","PASSIVE_HUMIDIFY_OPPORTUNITY","15","4.166666666666667"
"margin_5F","2026-04","all","PASSIVE_VENT_COOL_HUMID","107","14.86111111111111"
"margin_5F","2026-04","day","PASSIVE_VENT_COOL_HUMID","105","29.166666666666668"
"margin_5F","2026-04","all","NEUTRAL_MIN_VENT","68","9.444444444444445"
"margin_5F","2026-04","day","NEUTRAL_MIN_VENT","32","8.88888888888889"
"margin_5F","2026-04","night","NEUTRAL_MIN_VENT","36","10"
"margin_5F","2026-04","all","HEAT_VENT_HUMID","36","5"
"margin_5F","2026-04","day","HEAT_VENT_HUMID","21","5.833333333333333"
"margin_5F","2026-04","day","PAD_INEFFECTIVE_DEHU_NEEDED","7","1.9444444444444444"
"margin_5F","2026-04","all","PAD_MARGINAL","1","0.1388888888888889"
"margin_5F","2026-04","night","PAD_MARGINAL","1","0.2777777777777778"
"margin_5F","2026-04","all","MISSING_DATA","4","0.5555555555555556"
"margin_5F","2026-04","night","MISSING_DATA","4","1.1111111111111112"
"margin_5F","2026-04","all","HEAT_MAJOR_VENT_DRY","234","32.5"
"margin_5F","2026-04","night","HEAT_MAJOR_VENT_DRY","122","33.888888888888886"
"margin_5F","2026-04","day","HEAT_MAJOR_VENT_DRY","112","31.11111111111111"
"margin_5F","2026-04","all","ACTIVE_HUMIDIFICATION_LIKELY","15","2.0833333333333335"
"margin_5F","2026-04","night","ACTIVE_HUMIDIFICATION_LIKELY","15","4.166666666666667"
"margin_5F","2026-04","night","PASSIVE_VENT_COOL_DRY","8","2.2222222222222223"
"margin_5F","2026-04","all","PAD_EFFECTIVE","10","1.3888888888888888"
"margin_5F","2026-04","night","PAD_EFFECTIVE","10","2.7777777777777777"
"margin_5F","2026-04","night","PASSIVE_HUMIDIFY_OPPORTUNITY","12","3.3333333333333335"
"margin_5F","2026-04","all","HEAT_MIN_VENT","37","5.138888888888889"
"margin_5F","2026-04","day","HEAT_MIN_VENT","14","3.888888888888889"
"margin_5F","2026-04","night","PASSIVE_VENT_COOL_HUMID","2","0.5555555555555556"
"margin_5F","all","night","HEAT_VENT_HUMID","24","0.7889546351084813"
"margin_5F","2026-04","night","HEAT_VENT_HUMID","15","4.166666666666667"
"margin_5F","2026-04","night","HEAT_MIN_VENT","23","6.388888888888889"
"margin_5F","2026-05","all","HEAT_MAJOR_VENT_DRY","175","23.521505376344088"
"margin_5F","2026-05","night","HEAT_MAJOR_VENT_DRY","78","20.967741935483872"
"margin_5F","2026-05","day","HEAT_MAJOR_VENT_DRY","97","26.0752688172043"
"margin_5F","2026-05","all","PASSIVE_VENT_COOL_DRY","53","7.123655913978495"
"margin_5F","2026-05","day","PASSIVE_VENT_COOL_DRY","45","12.096774193548388"
"margin_5F","2026-05","all","ACTIVE_HUMIDIFICATION_LIKELY","29","3.8978494623655915"
"margin_5F","2026-05","night","ACTIVE_HUMIDIFICATION_LIKELY","7","1.881720430107527"
"margin_5F","2026-05","night","PASSIVE_VENT_COOL_DRY","8","2.150537634408602"
"margin_5F","2026-05","all","NEUTRAL_MIN_VENT","102","13.709677419354838"
"margin_5F","2026-05","day","NEUTRAL_MIN_VENT","58","15.591397849462366"
"margin_5F","2026-05","day","ACTIVE_HUMIDIFICATION_LIKELY","22","5.913978494623656"
"margin_5F","2026-05","all","PAD_EFFECTIVE","23","3.0913978494623655"
"margin_5F","2026-05","day","PAD_EFFECTIVE","2","0.5376344086021505"
"margin_5F","2026-05","night","PAD_EFFECTIVE","21","5.645161290322581"
"margin_5F","2026-05","all","PASSIVE_HUMIDIFY_OPPORTUNITY","46","6.182795698924731"
"margin_5F","2026-05","night","PASSIVE_HUMIDIFY_OPPORTUNITY","29","7.795698924731183"
"margin_5F","2026-05","day","PASSIVE_HUMIDIFY_OPPORTUNITY","17","4.56989247311828"
"margin_5F","2026-05","all","PAD_INEFFECTIVE_DEHU_NEEDED","179","24.059139784946236"
"margin_5F","2026-05","night","PAD_INEFFECTIVE_DEHU_NEEDED","140","37.634408602150536"
"margin_5F","2026-05","night","NEUTRAL_MIN_VENT","44","11.827956989247312"
"margin_5F","2026-05","all","HEAT_MIN_VENT","39","5.241935483870968"
"margin_5F","2026-05","day","HEAT_MIN_VENT","12","3.225806451612903"
"margin_5F","2026-05","all","PASSIVE_VENT_COOL_HUMID","65","8.736559139784946"
"margin_5F","2026-05","night","PASSIVE_VENT_COOL_HUMID","7","1.881720430107527"
"margin_5F","2026-05","all","HEAT_VENT_HUMID","31","4.166666666666667"
"margin_5F","2026-05","night","HEAT_VENT_HUMID","9","2.4193548387096775"
"margin_5F","2026-05","night","HEAT_MIN_VENT","27","7.258064516129032"
"margin_5F","2026-05","day","PASSIVE_VENT_COOL_HUMID","58","15.591397849462366"
"margin_5F","2026-05","day","PAD_INEFFECTIVE_DEHU_NEEDED","39","10.483870967741936"
"margin_5F","2026-05","all","MISSING_DATA","2","0.26881720430107525"
"margin_5F","2026-05","night","MISSING_DATA","2","0.5376344086021505"
"margin_5F","2026-05","day","HEAT_VENT_HUMID","22","5.913978494623656"
"margin_5F","2026-06","all","PAD_INEFFECTIVE_DEHU_NEEDED","439","60.97222222222222"
"margin_5F","2026-06","night","PAD_INEFFECTIVE_DEHU_NEEDED","318","88.33333333333333"
"margin_5F","2026-06","all","PASSIVE_VENT_COOL_HUMID","122","16.944444444444443"
"margin_5F","2026-06","day","PASSIVE_VENT_COOL_HUMID","122","33.888888888888886"
"margin_5F","2026-06","all","NEUTRAL_MIN_VENT","125","17.36111111111111"
"margin_5F","2026-06","day","NEUTRAL_MIN_VENT","90","25"
"margin_5F","2026-06","day","PAD_INEFFECTIVE_DEHU_NEEDED","121","33.611111111111114"
"margin_5F","2026-06","night","NEUTRAL_MIN_VENT","35","9.722222222222221"
"margin_5F","2026-06","all","PASSIVE_VENT_COOL_DRY","10","1.3888888888888888"
"margin_5F","2026-06","day","PASSIVE_VENT_COOL_DRY","10","2.7777777777777777"
"margin_5F","2026-06","all","PASSIVE_HUMIDIFY_OPPORTUNITY","19","2.638888888888889"
"margin_5F","2026-06","day","PASSIVE_HUMIDIFY_OPPORTUNITY","12","3.3333333333333335"
"margin_5F","2026-06","all","HEAT_VENT_HUMID","3","0.4166666666666667"
"margin_5F","2026-06","day","HEAT_VENT_HUMID","3","0.8333333333333334"
"margin_5F","2026-06","all","ACTIVE_HUMIDIFICATION_LIKELY","2","0.2777777777777778"
"margin_5F","2026-06","day","ACTIVE_HUMIDIFICATION_LIKELY","2","0.5555555555555556"
"margin_5F","2026-06","night","PASSIVE_HUMIDIFY_OPPORTUNITY","7","1.9444444444444444"
"margin_5F","2026-07","all","PAD_INEFFECTIVE_DEHU_NEEDED","621","83.46774193548387"
"margin_5F","2026-07","night","PAD_INEFFECTIVE_DEHU_NEEDED","370","99.46236559139786"
"margin_5F","2026-07","all","PASSIVE_VENT_COOL_HUMID","34","4.56989247311828"
"margin_5F","2026-07","day","PASSIVE_VENT_COOL_HUMID","34","9.13978494623656"
"margin_5F","2026-07","all","NEUTRAL_MIN_VENT","87","11.693548387096774"
"margin_5F","2026-07","day","NEUTRAL_MIN_VENT","85","22.849462365591396"
"margin_5F","2026-07","day","PAD_INEFFECTIVE_DEHU_NEEDED","251","67.47311827956989"
"margin_5F","2026-07","night","NEUTRAL_MIN_VENT","2","0.5376344086021505"
"margin_5F","2026-07","all","MISSING_DATA","2","0.26881720430107525"
"margin_5F","2026-07","day","MISSING_DATA","2","0.5376344086021505"
"margin_5F","2026-08","all","PAD_INEFFECTIVE_DEHU_NEEDED","633","85.08064516129032"
"margin_5F","2026-08","night","PAD_INEFFECTIVE_DEHU_NEEDED","365","98.11827956989248"
"margin_5F","2026-08","all","PASSIVE_VENT_COOL_DRY","4","0.5376344086021505"
"margin_5F","2026-08","day","PASSIVE_VENT_COOL_DRY","4","1.075268817204301"
"margin_5F","2026-08","all","PASSIVE_HUMIDIFY_OPPORTUNITY","10","1.3440860215053763"
"margin_5F","2026-08","day","PASSIVE_HUMIDIFY_OPPORTUNITY","6","1.6129032258064515"
"margin_5F","2026-08","day","PAD_INEFFECTIVE_DEHU_NEEDED","268","72.04301075268818"
"margin_5F","2026-08","all","NEUTRAL_MIN_VENT","54","7.258064516129032"
"margin_5F","2026-08","night","NEUTRAL_MIN_VENT","3","0.8064516129032258"
"margin_5F","2026-08","all","PASSIVE_VENT_COOL_HUMID","42","5.645161290322581"
"margin_5F","2026-08","day","PASSIVE_VENT_COOL_HUMID","42","11.290322580645162"
"margin_5F","2026-08","day","NEUTRAL_MIN_VENT","51","13.709677419354838"
"margin_5F","2026-08","night","PASSIVE_HUMIDIFY_OPPORTUNITY","4","1.075268817204301"
"margin_5F","2026-08","all","HEAT_MIN_VENT","1","0.13440860215053763"
"margin_5F","2026-08","day","HEAT_MIN_VENT","1","0.26881720430107525"
"margin_5F","2026-09","all","PAD_INEFFECTIVE_DEHU_NEEDED","214","83.59375"
"margin_5F","2026-09","night","PAD_INEFFECTIVE_DEHU_NEEDED","124","97.63779527559055"
"margin_5F","2026-09","all","NEUTRAL_MIN_VENT","24","9.375"
"margin_5F","2026-09","day","NEUTRAL_MIN_VENT","22","17.05426356589147"
"margin_5F","2026-09","day","PAD_INEFFECTIVE_DEHU_NEEDED","90","69.76744186046511"
"margin_5F","2026-09","all","PASSIVE_VENT_COOL_HUMID","17","6.640625"
"margin_5F","2026-09","day","PASSIVE_VENT_COOL_HUMID","17","13.178294573643411"
"margin_5F","2026-09","all","MISSING_DATA","1","0.390625"
"margin_5F","2026-09","night","MISSING_DATA","1","0.7874015748031497"
"margin_5F","2026-09","night","NEUTRAL_MIN_VENT","2","1.5748031496062993"
"margin_8F","all","all","HEAT_MAJOR_VENT_DRY","2086","34.26975521603417"
"margin_8F","2026-01","all","HEAT_MAJOR_VENT_DRY","710","95.43010752688173"
"margin_8F","all","night","HEAT_MAJOR_VENT_DRY","1068","35.108481262327416"
"margin_8F","2026-01","night","HEAT_MAJOR_VENT_DRY","362","97.31182795698925"
"margin_8F","all","day","HEAT_MAJOR_VENT_DRY","1018","33.431855500821015"
"margin_8F","2026-01","day","HEAT_MAJOR_VENT_DRY","348","93.54838709677419"
"margin_8F","all","all","PASSIVE_VENT_COOL_DRY","302","4.961393132906194"
"margin_8F","2026-01","all","PASSIVE_VENT_COOL_DRY","21","2.8225806451612905"
"margin_8F","all","day","PASSIVE_VENT_COOL_DRY","268","8.801313628899836"
"margin_8F","2026-01","day","PASSIVE_VENT_COOL_DRY","20","5.376344086021505"
"margin_8F","all","night","PASSIVE_VENT_COOL_DRY","34","1.1176857330703485"
"margin_8F","2026-01","night","PASSIVE_VENT_COOL_DRY","1","0.26881720430107525"
"margin_8F","all","all","HEAT_MIN_VENT","97","1.5935600459996715"
"margin_8F","2026-01","all","HEAT_MIN_VENT","3","0.4032258064516129"
"margin_8F","all","night","HEAT_MIN_VENT","56","1.8408941485864563"
"margin_8F","2026-01","night","HEAT_MIN_VENT","2","0.5376344086021505"
"margin_8F","all","all","PASSIVE_VENT_COOL_HUMID","408","6.702809265648103"
"margin_8F","2026-01","all","PASSIVE_VENT_COOL_HUMID","1","0.13440860215053763"
"margin_8F","all","night","PASSIVE_VENT_COOL_HUMID","10","0.32873109796186717"
"margin_8F","2026-01","night","PASSIVE_VENT_COOL_HUMID","1","0.26881720430107525"
"margin_8F","all","day","HEAT_MIN_VENT","41","1.3464696223316912"
"margin_8F","2026-01","day","HEAT_MIN_VENT","1","0.26881720430107525"
"margin_8F","all","all","HEAT_VENT_HUMID","73","1.1992771480203712"
"margin_8F","2026-01","all","HEAT_VENT_HUMID","3","0.4032258064516129"
"margin_8F","all","day","HEAT_VENT_HUMID","49","1.6091954022988506"
"margin_8F","2026-01","day","HEAT_VENT_HUMID","3","0.8064516129032258"
